fips,county,state,wholefoods,mcdonalds,walmart,target,population,starbucks,tjs,Ancestry_American_pct,Ancestry_Arab_pct,Ancestry_French_pct,Female_Adult_Population,Female_Divorced,Female_Single,Female_Widowed,In_School_pct,Graduated_College_pct,Highest_Education_Associates_Degree_pct,Highest_Education_Bachelors_Degree_pct,Highest_Education_Graduate_Degree_pct,Highest_Education_HS_Diploma_pct,Household_income_75k_100K_pct,Male_Adult_Population,Male_Divorced,Male_Single,Over_25yrs,hiv_prevalence_rate,pct_asian,pct_native_hawaiian_other_pacific_islander,pct_obese,pct_rural,Actual,Predicted,Prob0,Prob1
06037,Los Angeles County,California,29.0,332.0,42.0,53.0,26.9853185087,26.6694327352,36.4306861397,-1.08083194806,1.82788348753,-0.546419645268,27.1239292634,23.6585573334,29.4280735665,25.5426104781,27.6442145048,0.944468665967,-0.558961950619,1.07180819895,0.679709597129,-1.90932376089,0.0359929907156,27.4183671262,22.9004124088,29.7082758937,27.0016045586,1.75336911854,4.55786212334,0.604527803393,-2.17790308244,-1.74122874314,3.42060444357,3.24486150915,-3.32885937385,3.32885937385
04013,Maricopa County,Arizona,5.0,178.0,61.0,30.0,10.6897432446,13.1997534532,7.75199984572,-0.660418982753,1.19176021361,-0.157358264447,10.202237129,12.5452748017,8.67787413148,9.39086351718,10.5335101314,0.955012534246,0.147220445934,1.01864310971,0.749816733589,-1.5218337019,0.276904271927,10.3867260737,12.8912636968,9.28776115491,10.2818701961,0.522256695242,0.847799495716,0.388787227426,-1.95855191748,-1.67620042223,3.42060444357,3.24486150915,-3.32886555389,3.32886555389
17031,Cook County,Illinois,20.0,170.0,34.0,33.0,13.8228133492,12.9925276181,9.18593416043,-1.15965937906,3.10013003538,-0.578841427003,14.3378950517,12.9713695042,15.6212576507,15.9081929281,13.6027202888,1.51383755307,-0.779643949542,1.37307703793,1.52099523465,-1.41112225648,0.156448631321,13.9357435252,12.4590956989,14.7980078947,14.2991754659,2.02180716573,1.92267745325,-0.0426939245071,-1.30049842262,-1.7629048501,3.42060444357,3.24486150915,-3.32886170932,3.32886170932
48201,Harris County,Texas,8.0,130.0,46.0,22.0,11.6469597883,8.55789474678,1.29929542957,-0.896901275738,1.50982185057,-0.287045391387,10.7158975896,10.8549411402,9.78233017104,8.98103661427,11.9261382444,0.84957385145,-1.00032594846,0.930034627656,0.656340551642,-1.5218337019,-0.0844626498898,11.0888497549,11.4068118658,10.3211178693,10.7714596131,2.15139794713,1.85333048825,-0.0426939245071,-0.861796092711,-1.71955263617,3.42060444357,3.24486150915,-3.32886447049,3.32886447049
48113,Dallas County,Texas,7.0,115.0,37.0,16.0,6.45051708683,4.45482321163,2.73322974427,-0.910039180904,0.555636939687,-0.481576081798,6.08015663434,6.75539628305,5.74537508798,5.30725691681,6.37912160822,0.817942246612,-1.13273514782,0.894591234834,0.632971506156,-1.53567263258,-0.285222050899,6.15683057514,6.64236435451,5.89006613369,6.0707286077,2.83174954948,1.47192218074,-0.0426939245071,-0.642444927757,-1.73761605864,3.42060444357,3.24486150915,-3.32376739364,3.32376739364
06073,San Diego County,California,4.0,113.0,27.0,17.0,8.46342067868,11.5419467723,9.18593416043,-1.05455613773,2.46400676146,-0.189780046182,8.24860868293,8.79141617005,7.27923047754,7.75171615064,8.41412310529,1.49274981651,0.500311644211,1.4794072164,1.35741191625,-2.11690772107,0.557967433339,8.75798600436,8.95375219904,8.48161774915,8.35227754411,1.37385325873,3.55233113081,1.03600895533,-2.39725424739,-1.64368626178,3.42060444357,3.24486150915,-3.32886074274,3.32886074274
06059,Orange County,California,5.0,99.0,23.0,27.0,8.14473677599,11.0446047681,13.4877371045,-0.896901275738,2.78206839842,-0.287045391387,8.10929159352,7.70876928121,6.95589066849,7.37578109131,8.40472679325,1.72471491866,-0.117597952773,1.90472793027,1.31067382527,-2.2829748892,0.598119313541,8.25686892149,7.12218716856,7.4814630996,8.16702399859,0.415807124807,6.2221892834,0.604527803393,-2.39725424739,-1.75929216561,3.42060444357,3.24486150915,-3.32885928165,3.32885928165
12086,Miami-Dade County,Florida,6.0,97.0,16.0,8.0,6.84033434139,3.70881020524,0.582328272223,-0.818073844743,1.19176021361,-0.643684990473,7.09416033375,9.13037242844,6.66073887647,8.33725183129,6.28965018679,0.575433276181,0.235493245503,0.575600699434,0.516126278722,-0.802209306636,-0.686740852917,6.92151084575,8.7155642935,6.77550568814,7.14605786629,4.85891962995,0.0156359156879,-0.258434500474,-2.39725424739,-1.74845411213,3.42060444357,3.24486150915,-3.32469955056,3.32469955056
32003,Clark County,Nevada,4.0,91.0,29.0,13.0,5.23715020786,7.52176557123,3.45019690162,-0.936314991236,1.19176021361,-0.254623609652,4.97205168361,6.54132480632,4.24006691889,4.56131586771,4.64615162046,0.132590808437,-0.250007152127,0.238888467622,-0.0213617674744,-0.719175722567,0.437511792734,5.27859288484,8.22746867232,4.71416393396,5.20097700148,0.938798492599,2.85886148078,1.46749010726,-1.08114725767,-1.71593995167,3.42060444357,3.24486150915,-3.32887857506,3.32887857506
26163,Wayne County,Michigan,0.0,88.0,9.0,9.0,4.4131789724,1.47077118607,1.29929542957,-0.804935939577,13.9142256921,-0.0600929192412,4.66755033582,5.34438551889,5.08319300578,5.91146115433,4.57229036373,0.0693275987597,-0.205870752343,-0.0623803713672,0.23569773288,-0.553108554429,-0.52613333211,4.41966426721,5.81275691363,4.68843105474,4.53129955822,1.38773798531,0.466391188203,-0.258434500474,0.67366206197,-1.73761605864,-0.292345992206,-0.308179562419,0.322084993119,-0.322084993119
48439,Tarrant County,Texas,3.0,86.0,38.0,14.0,4.90115592832,4.28904254354,1.29929542957,-0.489626215596,1.19176021361,-0.254623609652,4.62353544962,5.65870424538,3.71398512818,3.75936914801,5.06965035331,0.923380929408,-0.514825550835,1.23130346665,0.422650096774,-1.45263904851,0.477663672936,4.59003926932,5.55164643831,3.75087773032,4.58337199788,0.513000210857,1.26388128573,0.17304665146,-0.642444927757,-1.71593995167,3.42060444357,3.24486150915,-3.32888946631,3.32888946631
12011,Broward County,Florida,5.0,77.0,21.0,11.0,4.6954178428,2.63123586268,1.29929542957,-0.54217783626,1.50982185057,-0.384310736592,4.80739450966,6.54793773056,4.05916072507,5.87708857537,4.39643934059,0.976100270806,0.632720843564,1.05408650253,0.773185779076,-0.899081821384,-0.00415888948617,4.68870495544,6.61823533369,4.27559654646,4.90698468594,4.21096572295,0.709105565711,-0.0426939245071,-1.51984958757,-1.7629048501,3.42060444357,3.24486150915,-3.32887465471,3.32887465471
06071,San Bernardino County,California,0.0,73.0,20.0,13.0,5.35319594732,4.16470704248,2.01626258692,-0.910039180904,1.82788348753,-0.384310736592,5.05210846996,5.15904807581,4.81819539697,4.23866231189,6.00352090333,-0.225900713069,-0.0293251532042,-0.239597335479,-0.184945085882,-1.10666578156,0.477663672936,5.21064360789,5.48098287734,5.0376922206,4.88427809807,0.156625562007,1.95735093575,0.82026837936,-0.423093762803,-1.59310867885,-0.292345992206,-0.308179562419,-0.0498784632075,0.0498784632075
53033,King County,Washington,30.0,70.0,7.0,10.0,5.26494951095,13.3655341213,9.90290131778,-0.962590801568,1.19176021361,0.0371724259641,5.19796407512,5.71769387046,4.53158886565,4.16607127102,4.53905581953,2.75801401006,0.0589476463649,2.79081275083,2.40901896315,-2.43520312667,0.437511792734,5.4374333311,5.98743378936,4.96219887646,5.49936710158,1.08227400058,5.11263784336,1.46749010726,-1.95855191748,-1.64729894628,3.42060444357,3.24486150915,-3.32886321006,3.32886321006
06065,Riverside County,California,1.0,70.0,20.0,15.0,5.93872721437,5.20083621802,4.16716405897,-0.962590801568,1.19176021361,-0.254623609652,5.58601164165,5.62985316883,4.71865823422,5.31478843761,6.29899614346,-0.0150233474771,-0.161734352558,-0.00921528213379,-0.0213617674744,-1.21737722698,0.598119313541,5.78918074274,6.21079958211,5.15931375445,5.52621695328,0.38803767165,1.78398352325,0.604527803393,-1.08114725767,-1.59672136335,3.42060444357,3.24486150915,-2.78613260195,2.78613260195
24005,Baltimore County,Maryland,0.0,70.0,11.0,7.0,1.87843440871,0.973429181811,1.29929542957,-0.69983269825,1.19176021361,-0.481576081798,2.03463682171,1.97975307419,1.87786949965,2.58621460011,1.84300916714,1.58764463102,-0.514825550835,1.24902516306,1.87153091696,-0.968276474775,0.919334355156,1.8462779985,1.89609978389,1.60546500559,1.97194332177,1.53121349328,1.47192218074,-0.0426939245071,-0.642444927757,-1.52808035795,-0.292345992206,-0.308179562419,0.307637700027,-0.307637700027
12095,Orange County,Florida,2.0,66.0,21.0,9.0,3.0299622974,2.25822935948,0.582328272223,-0.423936689767,2.1459451245,-0.351888954857,2.9605974048,3.38982749509,2.98389469107,2.47828950955,3.17868535661,1.01827574392,0.985812041841,1.23130346665,0.632971506156,-1.0789879202,-0.405677691504,2.98538606663,3.49774971598,3.07917966568,2.88639461116,2.78546712755,1.36790173323,0.17304665146,-1.51984958757,-1.69065116021,3.42060444357,3.24486150915,-3.32886683774,3.32886683774
06085,Santa Clara County,California,8.0,65.0,11.0,15.0,4.76398369146,7.14875906804,7.75199984572,-1.18593518939,1.19176021361,-0.416732518327,4.56760445204,3.75675700823,3.69806674432,3.88932794303,4.73340740561,2.77910174662,-0.426552751265,2.24144016208,3.22693555519,-2.61510922548,0.0761448709175,4.85363072804,3.79246847029,4.27818859261,4.83349077953,0.19365149955,11.5272321061,0.82026837936,-2.39725424739,-1.72316532066,3.42060444357,3.24486150915,-3.32876765505,3.32876765505
51059,Fairfax County,Virginia,12.0,64.0,8.0,7.0,2.71790795824,3.33580370205,4.16716405897,-0.818073844743,6.91686967893,-0.254623609652,2.6780467885,2.2011397326,2.0613657393,1.85501610236,2.72520503646,4.03382207189,-1.1768715476,3.05663819699,4.93287587572,-2.9195657004,0.397359912532,2.73559084139,1.77493762934,2.16710342644,2.80690069126,0.462089546735,6.08349535339,-0.0426939245071,-2.39725424739,-1.71232726718,3.42060444357,3.24486150915,-3.32886374114,3.32886374114
36061,New York County,New York,8.0,63.0,0.0,1.0,4.06579308655,9.38679808721,2.73322974427,-0.752384318914,2.1459451245,-0.287045391387,4.689694554,4.17658991528,6.67915277894,4.03627272112,3.05433780591,4.04436594017,-1.92719034394,3.16296837546,4.7926616028,-2.97492142312,-0.686740852917,4.3041420151,3.59357639867,5.612870672,4.70579647318,9.83427998727,3.76037202581,0.17304665146,-3.49401007216,-1.7629048501,3.42060444357,3.24486150915,-3.32886310855,3.32886310855
39049,Franklin County,Ohio,3.0,62.0,11.0,10.0,2.97156376142,2.54834552863,1.29929542957,-0.686694793084,2.46400676146,-0.254623609652,2.95505968227,3.62689790302,3.05770154452,2.49335255115,3.01283490995,1.66145170898,-0.603098350404,1.76295435898,1.38078096173,-1.21737722698,0.156448631321,2.89552678774,3.60098745506,2.92819297741,2.89395512884,1.10541521154,1.02116690822,-0.0426939245071,-0.423093762803,-1.71232726718,3.42060444357,3.24486150915,-3.32886968048,3.32886968048
36081,Queens County,New York,0.0,62.0,0.0,2.0,5.91794124897,1.38788085203,0.582328272223,-0.988866611899,2.1459451245,-0.773372117414,6.21437635023,4.94842936485,6.21842710821,7.17251015237,5.20415961767,0.976100270806,-0.117597952773,1.03636480612,0.796554824563,-0.968276474775,0.598119313541,6.041803065,4.32477190463,6.14510983256,6.31064569744,3.11407232324,8.37194519847,0.17304665146,-1.51984958757,-1.7629048501,-0.292345992206,-0.308179562419,-0.547950709186,0.547950709186
29189,St. Louis County,Missouri,2.0,61.0,9.0,10.0,2.35126309574,1.80233252224,2.73322974427,-0.647281077587,1.19176021361,0.166859552905,2.54811713958,2.86278328531,2.1753088504,3.06566800912,2.34763040107,2.15701351812,-0.338279951696,1.94017132309,2.22206659926,-1.66022300869,0.35720803233,2.31676348513,2.49717092756,1.88356427285,2.49375256079,0.313985796564,0.813126013215,-0.258434500474,-0.642444927757,-1.72316532066,3.42060444357,3.24486150915,-3.31177705371,3.31177705371
06067,Sacramento County,California,2.0,60.0,15.0,8.0,3.64893326668,4.49626837865,3.45019690162,-1.0282803274,1.19176021361,-0.189780046182,3.60794382496,4.54468985749,3.23235003636,3.63381709388,3.81059489484,0.765222905213,0.632720843564,0.930034627656,0.469388187748,-1.68790087004,0.437511792734,3.57389578623,4.36174101153,3.33493958783,3.58580925613,0.471346031121,4.90459694835,2.33045241113,-0.861796092711,-1.68703847572,3.42060444357,3.24486150915,-3.32886330502,3.32886330502
48029,Bexar County,Texas,2.0,60.0,26.0,14.0,4.65928631616,3.41869403609,1.29929542957,-0.975728706733,0.555636939687,-0.416732518327,4.41013297347,5.36533619923,3.8871211845,4.25789172669,4.91150427826,0.58597714446,-0.250007152127,0.628765788667,0.469388187748,-1.28657188037,0.116296751119,4.42242775455,5.34818708775,4.03941339392,4.30308207752,0.804579469007,0.431717705702,0.17304665146,-0.642444927757,-1.60033404784,3.42060444357,3.24486150915,-3.32886481259,3.32886481259
39035,Cuyahoga County,Ohio,3.0,60.0,8.0,9.0,3.0484131862,2.00955835735,1.29929542957,-1.05455613773,4.69043822019,-0.513997863533,3.32946977307,4.08090733889,3.35468716461,4.47758779077,2.92113778116,0.986644139085,-0.47068915105,0.788261056367,1.14709050686,-0.816048237315,-0.445829571706,3.08237669775,4.14354572324,3.06316695952,3.2843732521,0.911029039442,0.466391188203,-0.258434500474,-0.423093762803,-1.74122874314,3.42060444357,3.24486150915,-3.32853264174,3.32853264174
